# 형식: id|한국어 뜻|읽기(히라가나, 띄어쓰기)|주석
63|돈을 넣어 주세요|おかねを いれてください|
64|돈을 넣어 주세요|おかねを いれてください|
65|진짜냐…|まじか|
66|끄으으으으으|ぐぬぬぬぬぬぬぬ|
67|마키나~|まきな〜|
68|크…흑…|く…ぬ…|
69|그치~|ねー|
70|헉?|ぉえ|
71|팬클럽 한정 키홀더잖아|ファンクラブげんてい キーホルダーじゃん|
72|어… 미나미 팬이야?|え みなみちゃん おし|
73|그게 뭐 어때서?|それが どうした|
74|아!|あ|
75|한정 스티커…|げんてい ステッカー|
76|아…|あ|
77|오~|へー|
78|미나미 좋지|よいよね みなみちゃん|
79|응, 좋아해|うん すきだ|
80|무슨 곡 좋아해?|なんの きょく すき|
81|아… 별로 미나미답지는 않은데,|あ あんまり みなみちゃんぽくないんだけど|
82|'초신성'을 좋아해|『ちょうしんせい』が すきだ|
83|아, 알 것 같아~|あ わかるー|
84|근데 배고프댔지?|てか おなか すいてんだよね|
85|아… 응|あ うん|
86|액체 도시락으로 괜찮아?|えきべんで いい|
87|응|うん|
88|무슨 맛이 좋아?|なにあじが いい|
89|규동|ぎゅうどん|
90|오케이 오케이|おっけー おっけー|
91|넵|うい|
92|네|はい|
93|으아앗!!! 하아하아, 뭐가 어떻게 된 거야?|だぁっ!!! はぁはぁ なにが どうなった|
94|근데 있잖아, 좀 얘기해도 돼? 나 처음 '초신성' 들었을 때|でさー ちょっと かたっていい あーし さいしょ ちょうしんせい きいたとき|
95|저런 하드한 건 좀 아닌가~ 하고 생각했는데|あーいう はーどな やつ ちがうかなーとか おもったんだけど|
96|세 번쯤 들었을 때쯤부터 완전 좋다고… 그치!|さんかいくらい きいた あたりで めっちゃ いいなとね|
97|아이돌 얘기로 신나서 화해했습니다|アイドルトークで もりあがって わかいしました|
98|뭐?|は|
99|그 곡은 분명 그때 미나미 상황이 영향을 준 거지|あの きょくって ぜったい あのときの みなみちゃんの じょうきょうが えいきょうしてるよね|
100|그건 틀림없어|それは まちがいない|
101|그치! 은퇴한다는 말까지 나온 뒤에 나온 곡이었으니까|ね いんたいするとかまで いわれてた あとに あの きょくだったから|
102|지금 들으면 진짜 좀 눈물 나온단 말이지|いま きくと まじで ちょっと なみだでてくるんだよね|
103|뭔가 토사물 같은…|なんか ゲボみたいな|
104|아니거든!|ちがう|
